# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G034.9072+000.8338  283.0179922 2.1381155   3.54E-5   3.54E-5   34.907202 0.8337747  3.66E-5                 3.65E-5                 0.38    0.07     0.49   0.07    0.07      5.6   1.29   0.63   20     ""               G034.906+00.834   
  G034.9188-000.9379  284.6005991 1.3401591   3.9E-5    3.9E-5    34.918782 -0.9379187 3.83E-5                 3.69E-5                 0.37    0.08     0.51   0.08    0.07      5.1   1.38   0.61   19     ""               ""                
  G034.9263-000.8657  284.5397558 1.3797682   3.3E-5    3.3E-5    34.926253 -0.8657183 3.19E-5                 3.56E-5                 0.41    0.07     0.4    0.07    0.07      6.0   0.99   0.56   16     ""               ""                
  G034.9305+000.2998  283.5041825 1.9153888   3.92E-5   3.92E-5   34.930509 0.2997812  4.02E-5                 3.95E-5                 0.36    0.07     0.43   0.07    0.07      5.1   1.19   0.56   16     ""               ""                
  G034.9308-000.8539  284.5313532 1.3892161   3.78E-5   3.78E-5   34.930824 -0.8539314 3.96E-5                 3.75E-5                 0.36    0.07     0.42   0.07    0.07      5.3   1.18   0.58   17     ""               ""                
  G034.9329+000.2475  283.5518483 1.8936528   2.87E-5   2.87E-5   34.932893 0.2474716  2.99E-5                 2.98E-5                 0.48    0.07     0.47   0.07    0.07      6.9   0.99   0.61   19     ""               ""                
  G034.9329+000.8407  283.0235425 2.1640913   3.34E-5   3.34E-5   34.932854 0.8406779  3.26E-5                 3.34E-5                 0.4     0.07     0.46   0.07    0.07      6.0   1.16   0.61   19     ""               G034.933+00.840   
  G034.9441+000.0540  283.7292302 1.8153814   3.7E-5    3.7E-5    34.944107 0.053998   3.57E-5                 3.76E-5                 0.37    0.07     0.36   0.07    0.07      5.4   0.99   0.53   14     ""               ""                
  G034.9442-000.7114  284.4106364 1.4662065   3.92E-5   3.92E-5   34.944234 -0.7114139 4.02E-5                 3.77E-5                 0.33    0.07     0.37   0.07    0.07      5.1   1.13   0.56   16     ""               ""                
  G034.9471+000.6713  283.1808989 2.0995342   3.85E-5   3.85E-5   34.947076 0.6712903  3.63E-5                 3.89E-5                 0.34    0.07     0.41   0.07    0.07      5.2   1.19   0.58   17     ""               ""                
  G034.9572-000.3286  284.0758256 1.652483    3.7E-5    3.7E-5    34.957221 -0.3286013 3.64E-5                 3.7E-5                  0.36    0.07     0.42   0.07    0.07      5.4   1.16   0.6    18     ""               ""                
  G034.9583+000.1374  283.6614207 1.8660809   3.87E-5   3.87E-5   34.958308 0.1374375  3.81E-5                 4.03E-5                 0.34    0.07     0.36   0.07    0.07      5.1   1.05   0.53   14     ""               ""                
  G034.9603-000.9303  284.6127746 1.3805705   3.97E-5   3.97E-5   34.960298 -0.9302978 4.25E-5                 3.92E-5                 0.34    0.07     0.43   0.07    0.07      5.0   1.27   0.58   17     ""               ""                
  G034.9624+000.2837  283.5330175 1.9364321   3.91E-5   3.91E-5   34.962381 0.2837315  3.58E-5                 3.75E-5                 0.36    0.07     0.42   0.07    0.07      5.1   1.15   0.56   16     ""               ""                
  G034.9650-000.0037  283.790163  1.8076681   3.92E-5   3.92E-5   34.965027 -0.0037165 3.73E-5                 3.83E-5                 0.33    0.07     0.34   0.07    0.07      5.1   1.03   0.53   14     ""               ""                
  G034.9690+000.0446  283.7489642 1.8332278   3.77E-5   3.77E-5   34.968986 0.0445873  3.94E-5                 3.64E-5                 0.35    0.07     0.49   0.07    0.07      5.3   1.38   0.63   20     ""               ""                
  G034.9695-001.0259  284.7021054 1.3451127   3.14E-5   3.14E-5   34.969529 -1.0259407 3.0E-5                  3.22E-5                 0.97    0.16     0.88   0.16    0.15      6.3   0.91   0.58   17     ""               ""                
  G034.9703+000.3632  283.4658235 1.9796959   3.95E-5   3.95E-5   34.970256 0.3632268  3.87E-5                 3.87E-5                 0.36    0.08     0.43   0.08    0.07      5.0   1.19   0.56   16     ""               ""                
  G034.9727-000.6275  284.3488965 1.5298389   3.36E-5   3.36E-5   34.972679 -0.6274538 3.55E-5                 3.28E-5                 0.39    0.07     0.48   0.07    0.07      5.9   1.22   0.63   20     ""               ""                
  G034.9794-000.2366  284.0040709 1.7142341   3.94E-5   3.94E-5   34.979438 -0.2366019 3.87E-5                 3.95E-5                 0.31    0.06     0.37   0.06    0.06      5.0   1.2    0.58   17     ""               ""                
  G034.9863-000.2293  284.0007381 1.7236793   3.72E-5   3.72E-5   34.986322 -0.2293276 3.7E-5                  3.77E-5                 0.31    0.06     0.43   0.06    0.06      5.3   1.36   0.63   20     ""               ""                
  G034.9908+000.7411  283.1386966 2.1702965   3.11E-5   3.11E-5   34.990835 0.741085   3.12E-5                 2.84E-5                 0.44    0.07     0.51   0.07    0.07      6.4   1.14   0.65   21     ""               G034.990+00.741   
  G034.9937-000.8389  284.5466641 1.452057    3.71E-5   3.71E-5   34.993729 -0.8388599 3.51E-5                 3.67E-5                 0.35    0.07     0.35   0.07    0.07      5.4   0.98   0.53   14     ""               ""                
  G034.9940-000.1296  283.9154988 1.7759859   3.87E-5   3.87E-5   34.993990 -0.1296474 4.04E-5                 4.14E-5                 0.32    0.07     0.33   0.07    0.06      5.1   1.03   0.53   14     ""               ""                
  G034.9981-001.0268  284.7158737 1.3701061   3.3E-5    3.3E-5    34.998054 -1.0267742 3.22E-5                 3.24E-5                 0.92    0.16     0.61   0.16    0.15      6.0   0.67   0.51   13     ""               ""                
  G034.9997+000.4851  283.3707561 2.0614306   3.88E-5   3.88E-5   34.999673 0.4850539  3.89E-5                 3.95E-5                 0.36    0.07     0.37   0.07    0.07      5.1   1.02   0.53   14     ""               ""                
  G035.0032-000.0381  283.8381573 1.8259234   3.32E-5   3.32E-5   35.003157 -0.0380749 3.07E-5                 3.55E-5                 0.36    0.06     0.4    0.06    0.06      6.0   1.11   0.6    18     ""               ""                
  G035.0065-000.0511  283.8512894 1.8229389   3.59E-5   3.59E-5   35.006489 -0.0511163 3.65E-5                 3.41E-5                 0.35    0.07     0.41   0.07    0.06      5.5   1.16   0.6    18     ""               ""                
  G035.0131+000.8518  283.0502356 2.2405373   3.81E-5   3.81E-5   35.013063 0.8517807  3.8E-5                  4.01E-5                 0.33    0.07     0.4    0.07    0.07      5.2   1.19   0.56   16     ""               ""                
  G035.0235+000.3490  283.5027808 2.0205655   3.32E-5   3.32E-5   35.023474 0.3489954  3.18E-5                 3.27E-5                 0.59    0.1      1.33   0.11    0.09      6.0   2.26   0.89   40     Mas              ""                
  G035.0237+000.3497  283.5022247 2.0211208   3.68E-5   3.68E-5   35.023714 0.3497433  3.69E-5                 3.92E-5                 0.52    0.1      0.9    0.1     0.09      5.4   1.74   0.73   27     Rad              ""                
  G035.0246+000.3492  283.5031279 2.0216073   3.09E-5   3.09E-5   35.024559 0.3491618  3.13E-5                 3.32E-5                 0.63    0.1      1.14   0.11    0.09      6.5   1.82   0.83   35     Mas              ""                
  G035.0249+000.3521  283.5006952 2.0232036   3.77E-5   3.77E-5   35.024871 0.3520534  4.0E-5                  4.0E-5                  0.51    0.1      0.65   0.1     0.1       5.3   1.29   0.61   19     ""               ""                
  G035.0258+000.3497  283.5031969 2.0229268   3.34E-5   3.34E-5   35.025765 0.3497021  3.22E-5                 3.08E-5                 0.56    0.1      0.59   0.1     0.1       6.0   1.05   0.58   17     Rad              ""                
  G035.0289-000.5336  284.2910692 1.6227086   3.92E-5   3.92E-5   35.028927 -0.5336306 4.07E-5                 3.79E-5                 0.33    0.07     0.35   0.07    0.07      5.1   1.06   0.53   14     ""               ""                
  G035.0366+000.4327  283.4341746 2.0704002   3.53E-5   3.53E-5   35.036557 0.4327398  3.47E-5                 3.84E-5                 0.41    0.08     0.47   0.08    0.07      5.6   1.12   0.6    18     ""               ""                
  G035.0447+000.7872  283.1221762 2.2392651   3.56E-5   3.56E-5   35.044701 0.7872174  3.41E-5                 3.63E-5                 0.39    0.07     0.41   0.07    0.07      5.6   1.06   0.56   16     ""               G035.044+00.788   
  G035.0497+000.4399  283.433752  2.0853307   3.8E-5    3.8E-5    35.049653 0.4399243  3.86E-5                 3.54E-5                 0.38    0.08     0.37   0.08    0.07      5.2   0.98   0.53   14     ""               ""                
  G035.0540+000.7732  283.138926  2.2411506   3.3E-5    3.3E-5    35.054009 0.7731799  3.17E-5                 3.36E-5                 0.43    0.08     0.54   0.08    0.07      6.0   1.23   0.65   21     ""               ""                
  G035.0622-000.5589  284.3287263 1.6408275   3.56E-5   3.56E-5   35.062231 -0.5588516 3.27E-5                 3.39E-5                 0.39    0.07     0.45   0.07    0.07      5.6   1.14   0.6    18     ""               ""                
  G035.0678+000.5049  283.3841833 2.1311428   3.64E-5   3.64E-5   35.067837 0.5049     3.73E-5                 3.38E-5                 0.36    0.07     0.43   0.07    0.07      5.5   1.2    0.58   17     ""               ""                
  G035.0735-001.0277  284.75114   1.4368411   3.28E-5   3.28E-5   35.073536 -1.0276662 3.26E-5                 3.0E-5                  0.9     0.16     0.68   0.15    0.15      6.1   0.75   0.53   14     ""               ""                
  G035.0817+000.0070  283.8338394 1.9164113   2.91E-5   2.91E-5   35.081709 0.0070492  2.85E-5                 2.72E-5                 0.43    0.07     0.45   0.07    0.06      6.9   1.04   0.63   20     ""               ""                
  G035.0846+000.0902  283.7610833 1.9568864   3.91E-5   3.91E-5   35.084553 0.090221   3.8E-5                  4.02E-5                 0.31    0.06     0.35   0.06    0.06      5.1   1.13   0.55   15     ""               ""                
  G035.0862+000.9929  282.9578304 2.3699158   3.38E-5   3.38E-5   35.086152 0.9929301  3.1E-5                  3.39E-5                 0.5     0.09     0.54   0.09    0.09      5.9   1.08   0.6    18     ""               G035.086+00.993   
  G035.0884+000.0905  283.7625419 1.9604284   3.43E-5   3.43E-5   35.088370 0.0905396  3.29E-5                 3.45E-5                 0.36    0.07     0.39   0.07    0.06      5.8   1.08   0.58   17     ""               ""                
  G035.0886+000.1283  283.728977  1.9778525   3.85E-5   3.85E-5   35.088573 0.1283395  4.11E-5                 3.77E-5                 0.31    0.06     0.38   0.07    0.06      5.2   1.21   0.58   17     ""               ""                
  G035.0896+000.0346  283.8129223 1.935992    3.96E-5   3.96E-5   35.089596 0.0345853  3.83E-5                 4.23E-5                 0.3     0.06     0.33   0.06    0.06      5.0   1.1    0.53   14     ""               ""                
  G035.0899+000.8297  283.1049004 2.2988374   3.62E-5   3.62E-5   35.089860 0.8297367  3.5E-5                  3.45E-5                 0.35    0.07     0.35   0.07    0.07      5.5   1.0    0.55   15     ""               ""                
  G035.0916-000.4030  284.2034047 1.7380755   3.54E-5   3.54E-5   35.091581 -0.4030066 3.7E-5                  3.41E-5                 0.34    0.07     0.4    0.07    0.06      5.6   1.19   0.6    18     ""               ""                
  G035.0933-001.0282  284.7606632 1.4541993   3.18E-5   3.18E-5   35.093330 -1.0282091 3.08E-5                 3.05E-5                 0.92    0.16     0.69   0.15    0.15      6.3   0.75   0.55   15     ""               ""                
  G035.0980-000.4238  284.2248031 1.7343226   3.97E-5   3.97E-5   35.098005 -0.4237503 3.88E-5                 3.74E-5                 0.32    0.07     0.35   0.07    0.06      5.0   1.12   0.55   15     ""               ""                
  G035.1012+000.4546  283.4442257 2.1379047   3.92E-5   3.92E-5   35.101217 0.4545841  3.83E-5                 3.8E-5                  0.35    0.07     0.38   0.07    0.07      5.1   1.09   0.55   15     ""               ""                
  G035.1050-000.4499  284.2512731 1.728624    3.95E-5   3.95E-5   35.105011 -0.4498924 3.8E-5                  3.74E-5                 0.32    0.07     0.39   0.07    0.06      5.0   1.22   0.58   17     ""               ""                
  G035.1097-000.5640  284.3549245 1.6806853   3.52E-5   3.52E-5   35.109650 -0.5639569 3.58E-5                 3.64E-5                 0.38    0.07     0.39   0.07    0.07      5.7   1.01   0.56   16     ""               ""                
  G035.1168-000.7382  284.5132428 1.6075113   3.67E-5   3.67E-5   35.116794 -0.7381621 3.54E-5                 3.62E-5                 0.34    0.07     0.33   0.07    0.06      5.4   0.97   0.53   14     ""               ""                
  G035.1185+000.0043  283.8530831 1.9479422   3.1E-5    3.1E-5    35.118542 0.0043205  3.14E-5                 2.95E-5                 0.38    0.06     0.47   0.07    0.06      6.4   1.22   0.66   22     ""               ""                
  G035.1234+000.5251  283.3915253 2.1898268   3.63E-5   3.63E-5   35.123413 0.5251295  3.62E-5                 3.58E-5                 0.41    0.07     0.84   0.08    0.07      5.5   2.06   0.79   31     ""               G035.123+00.525   
  G035.1262-000.2251  284.0608406 1.8501035   3.79E-5   3.79E-5   35.126230 -0.2250899 3.82E-5                 3.72E-5                 0.31    0.06     0.36   0.06    0.06      5.2   1.14   0.56   16     ""               ""                
  G035.1271-000.8291  284.5988962 1.5751166   3.95E-5   3.95E-5   35.127067 -0.8291278 3.73E-5                 3.67E-5                 0.34    0.07     0.51   0.07    0.07      5.0   1.49   0.63   20     ""               ""                
  G035.1277+000.0873  283.7833827 1.9939743   3.78E-5   3.78E-5   35.127724 0.0873087  4.13E-5                 3.82E-5                 0.32    0.06     0.5    0.07    0.06      5.3   1.55   0.68   23     ""               ""                
  G035.1290+000.5630  283.3603098 2.2121042   3.95E-5   3.95E-5   35.129017 0.5630485  3.71E-5                 4.13E-5                 0.35    0.07     0.34   0.07    0.07      5.0   0.96   0.51   13     ""               ""                
  G035.1292+000.9813  282.9878361 2.402924    3.62E-5   3.62E-5   35.129202 0.9812874  3.58E-5                 3.46E-5                 0.43    0.08     0.5    0.08    0.08      5.5   1.17   0.6    18     ""               ""                
  G035.1312+000.2785  283.6147126 2.0842834   3.7E-5    3.7E-5    35.131198 0.2785081  3.66E-5                 3.74E-5                 0.35    0.07     0.38   0.07    0.07      5.4   1.08   0.56   16     ""               ""                
  G035.1318-000.8502  284.6198065 1.5697605   3.23E-5   3.23E-5   35.131846 -0.8501696 3.32E-5                 3.12E-5                 0.44    0.07     0.75   0.08    0.07      6.2   1.72   0.77   30     ""               G035.132-00.850   
  G035.1344+000.4568  283.457349  2.1684656   3.78E-5   3.78E-5   35.134396 0.4568494  4.13E-5                 3.94E-5                 0.34    0.07     0.34   0.07    0.07      5.3   1.0    0.53   14     ""               ""                
  G035.1402+000.7306  283.2161836 2.2984187   3.89E-5   3.89E-5   35.14018  0.730577   4.1E-5                  3.91E-5                 0.35    0.07     0.35   0.07    0.07      5.1   1.01   0.53   14     ""               ""                
  G035.1403-000.1083  283.9632872 1.9159372   2.93E-5   2.93E-5   35.140317 -0.1082908 2.86E-5                 2.77E-5                 0.4     0.06     0.41   0.06    0.06      6.8   1.02   0.63   20     ""               ""                
  G035.1449-000.7559  284.5418705 1.6243776   2.88E-5   2.88E-5   35.144868 -0.755921  2.99E-5                 2.87E-5                 0.46    0.07     0.5    0.07    0.07      6.9   1.09   0.65   21     ""               ""                
  G035.1626+000.0907  283.7962331 2.0265462   3.94E-5   3.94E-5   35.162568 0.0907402  4.25E-5                 3.68E-5                 0.32    0.07     0.35   0.07    0.06      5.1   1.09   0.55   15     ""               ""                
  G035.1652+000.2529  283.6530678 2.1028357   3.97E-5   3.97E-5   35.165191 0.2528602  3.89E-5                 3.96E-5                 0.32    0.07     0.41   0.07    0.06      5.0   1.26   0.58   17     ""               ""                
  G035.1662+000.4909  283.4415558 2.2122787   3.77E-5   3.77E-5   35.166193 0.4908742  3.92E-5                 3.73E-5                 0.35    0.07     0.43   0.07    0.07      5.3   1.24   0.6    18     ""               ""                
  G035.1670+000.0546  283.8304229 2.0139818   3.92E-5   3.92E-5   35.166976 0.0546025  4.02E-5                 4.03E-5                 0.3     0.06     0.3    0.06    0.06      5.1   0.98   0.51   13     ""               ""                
  G035.1772+000.9138  283.0698568 2.4149257   3.66E-5   3.66E-5   35.177239 0.9138147  3.57E-5                 3.57E-5                 0.36    0.07     0.37   0.07    0.07      5.4   1.02   0.55   15     ""               ""                
  G035.1941+001.0150  282.9874318 2.476049    3.54E-5   3.54E-5   35.194118 1.0149718  3.56E-5                 3.32E-5                 0.66    0.13     0.67   0.13    0.12      5.6   1.02   0.55   15     ""               ""                
  G035.1989-000.7666  284.5759947 1.6675622   3.94E-5   3.94E-5   35.198867 -0.76655   3.9E-5                  4.13E-5                 0.33    0.07     0.35   0.07    0.07      5.0   1.07   0.53   14     ""               ""                
  G035.2027-000.9852  284.7723051 1.5711484   3.56E-5   3.56E-5   35.202703 -0.9851544 3.47E-5                 3.51E-5                 0.41    0.08     0.48   0.08    0.07      5.6   1.17   0.6    18     ""               ""                
  G035.2073-000.9699  284.7608454 1.5821968   3.82E-5   3.82E-5   35.207301 -0.9699177 3.88E-5                 3.8E-5                  0.35    0.07     0.33   0.07    0.07      5.2   0.94   0.51   13     ""               ""                
  G035.2158+000.4288  283.5195287 2.228142    3.62E-5   3.62E-5   35.215844 0.4287673  3.32E-5                 3.59E-5                 0.39    0.07     0.61   0.08    0.07      5.5   1.58   0.69   24     ""               G035.216+00.428(I)
  G035.2164+000.4281  283.5203626 2.2283506   3.06E-5   3.06E-5   35.216409 0.4281208  2.98E-5                 3.09E-5                 0.45    0.07     0.52   0.07    0.07      6.5   1.16   0.65   21     PN?              G035.216+00.428(I)
  G035.2188+000.4088  283.5386433 2.2216208   3.79E-5   3.79E-5   35.218751 0.4087951  3.61E-5                 3.93E-5                 0.36    0.07     0.47   0.07    0.07      5.2   1.31   0.61   19     ""               ""                
  G035.2227-000.0025  283.9067186 2.0374629   3.89E-5   3.89E-5   35.222659 -0.0025334 3.71E-5                 3.76E-5                 0.31    0.06     0.36   0.06    0.06      5.1   1.16   0.56   16     ""               ""                
  G035.2257-000.9034  284.7100738 1.6288916   3.88E-5   3.88E-5   35.225667 -0.9034428 3.72E-5                 3.95E-5                 0.34    0.07     0.36   0.07    0.07      5.1   1.06   0.53   14     ""               ""                
  G035.2360-000.3866  284.2546953 1.8740454   3.51E-5   3.51E-5   35.235964 -0.3865581 3.55E-5                 3.57E-5                 0.36    0.07     0.47   0.07    0.06      5.7   1.31   0.65   21     ""               ""                
  G035.2386-000.1490  284.0443747 1.9848288   3.87E-5   3.87E-5   35.238599 -0.1489647 3.56E-5                 3.83E-5                 0.31    0.06     0.35   0.06    0.06      5.1   1.12   0.56   16     ""               ""                
  G035.2411-000.8231  284.6456148 1.6792709   3.89E-5   3.89E-5   35.241065 -0.8231151 3.83E-5                 3.83E-5                 0.34    0.07     0.4    0.07    0.07      5.1   1.16   0.56   16     ""               ""                
  G035.2445-000.3317  284.2097438 1.9066914   3.85E-5   3.85E-5   35.244504 -0.331683  3.79E-5                 3.77E-5                 0.3     0.06     0.29   0.06    0.06      5.2   0.97   0.51   13     ""               ""                
  G035.2450-000.1521  284.0500727 1.9890649   2.92E-5   2.92E-5   35.244967 -0.1520985 3.01E-5                 2.77E-5                 0.41    0.07     0.48   0.07    0.06      6.8   1.19   0.68   23     ""               ""                
  G035.2467+000.9723  283.0494234 2.5033846   3.97E-5   3.97E-5   35.246682 0.9723016  3.73E-5                 3.78E-5                 0.37    0.08     0.41   0.08    0.07      5.0   1.13   0.55   15     ""               ""                
  G035.2531-000.6764  284.5205057 1.7570311   3.82E-5   3.82E-5   35.253144 -0.6763535 3.82E-5                 3.69E-5                 0.33    0.07     0.41   0.07    0.06      5.2   1.26   0.6    18     ""               ""                
  G035.2624+000.4641  283.5093611 2.2857078   3.75E-5   3.75E-5   35.262443 0.4640616  3.72E-5                 3.75E-5                 0.35    0.07     0.35   0.07    0.07      5.3   1.02   0.55   15     ""               ""                
  G035.2628+000.3671  283.5959044 2.2418477   3.81E-5   3.81E-5   35.262848 0.3670997  3.77E-5                 3.8E-5                  0.38    0.08     0.4    0.08    0.07      5.2   1.06   0.55   15     ""               ""                
  G035.2654+000.1992  283.7465926 2.1675798   3.88E-5   3.88E-5   35.265440 0.1992238  3.97E-5                 3.85E-5                 0.33    0.07     0.42   0.07    0.07      5.1   1.26   0.58   17     ""               ""                
  G035.2657+000.0903  283.8436828 2.1181511   3.78E-5   3.78E-5   35.265717 0.0903365  3.78E-5                 3.7E-5                  0.34    0.07     0.34   0.07    0.07      5.3   0.99   0.53   14     ""               ""                
  G035.2684-000.7650  284.6063749 1.7301231   3.49E-5   3.49E-5   35.268398 -0.7649995 3.32E-5                 3.77E-5                 0.37    0.07     0.4    0.07    0.07      5.7   1.09   0.58   17     ""               G035.268-00.765   
  G035.2740+000.2299  283.7231683 2.1892416   3.81E-5   3.81E-5   35.274039 0.2299354  3.78E-5                 3.96E-5                 0.34    0.07     0.41   0.07    0.07      5.2   1.18   0.56   16     ""               ""                
  G035.2779-000.8173  284.6572291 1.7146845   3.71E-5   3.71E-5   35.277875 -0.8172715 3.61E-5                 3.54E-5                 0.37    0.07     0.53   0.07    0.07      5.4   1.45   0.66   22     ""               ""                
  G035.2923-000.7130  284.5710228 1.7751388   3.81E-5   3.81E-5   35.292313 -0.7130076 3.86E-5                 3.94E-5                 0.33    0.07     0.37   0.07    0.06      5.2   1.11   0.56   16     ""               ""                
  G035.2996+001.0005  283.0484047 2.563315    3.92E-5   3.92E-5   35.299571 1.00052    4.01E-5                 3.98E-5                 0.47    0.1      0.48   0.1     0.09      5.1   1.01   0.53   14     ""               ""                
  G035.3024-000.0785  284.0107423 2.0737879   3.91E-5   3.91E-5   35.302417 -0.0784615 4.06E-5                 4.22E-5                 0.32    0.06     0.39   0.07    0.06      5.1   1.24   0.58   17     ""               ""                
  G035.3132-000.3778  284.2821514 1.9467508   3.81E-5   3.81E-5   35.313181 -0.3777854 3.57E-5                 3.78E-5                 0.33    0.07     0.37   0.07    0.06      5.2   1.11   0.56   16     ""               ""                
  G035.3166+000.9706  283.0828178 2.5648659   3.97E-5   3.97E-5   35.316622 0.9706258  4.1E-5                  4.0E-5                  0.35    0.07     0.37   0.07    0.07      5.0   1.05   0.53   14     ""               ""                
  G035.3177-000.9406  284.7852042 1.6937886   3.89E-5   3.89E-5   35.317711 -0.9406137 3.85E-5                 3.81E-5                 0.32    0.07     0.38   0.07    0.06      5.1   1.18   0.56   16     ""               ""                
  G035.3182-000.9869  284.8266066 1.6731402   3.07E-5   3.07E-5   35.318244 -0.9868604 3.04E-5                 3.09E-5                 0.5     0.08     0.55   0.08    0.08      6.5   1.12   0.63   20     ""               ""                
  G035.3242-000.4391  284.3417665 1.9285444   3.96E-5   3.96E-5   35.324181 -0.4391073 4.0E-5                  3.95E-5                 0.31    0.06     0.31   0.06    0.06      5.0   1.03   0.53   14     ""               ""                
  G035.3334+000.4204  283.5806567 2.3289263   3.75E-5   3.75E-5   35.333396 0.4203735  3.76E-5                 3.9E-5                  0.36    0.07     0.33   0.07    0.07      5.3   0.94   0.53   14     ""               ""                
  G035.3373+000.3383  283.6555906 2.2949895   3.59E-5   3.59E-5   35.337344 0.3382634  3.64E-5                 3.63E-5                 0.5     0.1      0.45   0.09    0.09      5.5   0.89   0.53   14     ""               ""                
  G035.3401+000.0071  283.9517416 2.1463557   3.66E-5   3.66E-5   35.340085 0.0071166  3.64E-5                 3.4E-5                  0.35    0.07     0.37   0.07    0.06      5.4   1.06   0.56   16     ""               ""                
  G035.3518-000.0211  283.9822492 2.1439265   3.83E-5   3.83E-5   35.351834 -0.0211192 3.54E-5                 3.7E-5                  0.34    0.07     0.41   0.07    0.07      5.2   1.22   0.6    18     ""               ""                
  G035.3554+000.6775  283.3616483 2.4657858   3.77E-5   3.77E-5   35.355418 0.6775239  3.64E-5                 3.88E-5                 0.34    0.07     0.37   0.07    0.06      5.3   1.1    0.56   16     ""               ""                
  G035.3556-000.1057  284.0593164 2.1086491   3.95E-5   3.95E-5   35.355589 -0.1057452 3.93E-5                 4.3E-5                  0.31    0.06     0.34   0.06    0.06      5.0   1.12   0.55   15     ""               ""                
  G035.3564-000.9057  284.771814  1.7441453   3.19E-5   3.19E-5   35.356400 -0.9057076 3.23E-5                 3.13E-5                 0.41    0.07     0.44   0.07    0.07      6.2   1.06   0.61   19     ""               ""                
  G035.3639-000.1417  284.0951737 2.0996201   3.96E-5   3.96E-5   35.363908 -0.1417497 4.01E-5                 3.83E-5                 0.29    0.06     0.35   0.06    0.06      5.0   1.21   0.56   16     ""               ""                
  G035.3660+000.0478  283.9273466 2.1879514   3.84E-5   3.84E-5   35.365975 0.0477883  4.05E-5                 3.84E-5                 0.33    0.07     0.47   0.07    0.07      5.2   1.42   0.63   20     ""               ""                
  G035.3688+000.3621  283.6486995 2.3338766   3.83E-5   3.83E-5   35.368810 0.362128   3.63E-5                 3.75E-5                 0.36    0.07     0.38   0.07    0.07      5.2   1.05   0.55   15     ""               ""                
  G035.3851+000.2431  283.7621363 2.2941106   3.96E-5   3.96E-5   35.385124 0.2431233  4.18E-5                 3.92E-5                 0.38    0.08     0.49   0.08    0.08      5.0   1.28   0.58   17     ""               ""                
  G035.3856-000.1064  284.0736324 2.1350378   2.9E-5    2.9E-5    35.385598 -0.1064319 2.97E-5                 3.06E-5                 0.41    0.06     0.42   0.06    0.06      6.9   1.03   0.6    18     AB?              ""                
  G035.3873+000.7918  283.2743614 2.5462987   3.67E-5   3.67E-5   35.387324 0.7918434  3.66E-5                 3.43E-5                 0.33    0.07     0.38   0.07    0.06      5.4   1.14   0.58   17     ""               ""                
  G035.3958+000.5882  283.4596635 2.4609669   3.95E-5   3.95E-5   35.395781 0.5881737  3.83E-5                 4.06E-5                 0.32    0.07     0.35   0.07    0.07      5.0   1.09   0.53   14     ""               ""                
  G035.4044+000.2624  283.7537911 2.3200813   3.91E-5   3.91E-5   35.404432 0.2623909  4.34E-5                 3.84E-5                 0.34    0.07     0.36   0.07    0.07      5.1   1.04   0.53   14     ""               ""                
  G035.4064-000.0386  284.022694  2.1844829   3.18E-5   3.18E-5   35.406365 -0.0385746 2.98E-5                 3.52E-5                 0.4     0.07     0.43   0.07    0.06      6.3   1.06   0.61   19     ""               ""                
  G035.4116-000.4883  284.4255091 1.9838025   3.79E-5   3.79E-5   35.411557 -0.4883422 3.93E-5                 3.5E-5                  0.35    0.07     0.41   0.07    0.07      5.2   1.19   0.58   17     ""               ""                
  G035.4208-000.2279  284.197883  2.1109314   3.88E-5   3.88E-5   35.420819 -0.2279129 4.17E-5                 4.21E-5                 0.33    0.07     0.39   0.07    0.06      5.1   1.21   0.58   17     ""               ""                
  G035.4336+000.7120  283.3666099 2.5510665   3.69E-5   3.69E-5   35.433585 0.7119937  3.69E-5                 3.84E-5                 0.35    0.07     0.42   0.07    0.07      5.4   1.19   0.6    18     ""               ""                
  G035.4342-000.0673  284.0609859 2.1961493   3.27E-5   3.27E-5   35.434208 -0.0672979 3.28E-5                 3.2E-5                  0.37    0.07     0.37   0.07    0.06      6.1   1.0    0.56   16     ""               ""                
  G035.4373+000.9922  283.1186063 2.6821134   3.26E-5   3.26E-5   35.437296 0.9922384  3.37E-5                 3.13E-5                 0.54    0.09     0.55   0.09    0.09      6.1   1.01   0.58   17     ""               G035.437+00.992   
  G035.4524-000.2949  284.2719611 2.1084209   3.02E-5   3.02E-5   35.452377 -0.2949245 3.05E-5                 2.97E-5                 0.42    0.07     0.49   0.07    0.06      6.6   1.16   0.65   21     Y*O              ""                
  G035.4643-000.8512  284.7726275 1.8649825   3.01E-5   3.01E-5   35.464281 -0.851239  3.27E-5                 2.96E-5                 0.43    0.07     0.49   0.07    0.07      6.6   1.13   0.65   21     ""               ""                
  G035.4674-000.3657  284.3418666 2.0894491   3.81E-5   3.81E-5   35.467389 -0.3657398 3.7E-5                  4.03E-5                 0.33    0.07     0.43   0.07    0.07      5.2   1.29   0.6    18     ""               ""                
  G035.4754-000.9784  284.890873  1.8167902   3.92E-5   3.92E-5   35.475397 -0.9783866 4.19E-5                 3.78E-5                 0.38    0.08     0.39   0.08    0.08      5.1   1.02   0.53   14     ""               ""                
