# gname               ra          dec         era       edec      l         b          el        eb        Class                Speak   eSpeak   Sint     eSint   RMS    SNR     Yf     Reff   Npix   Alpha    eAlpha  
  G009.6220+00.1975   271.55985   -20.52394   1.23E-5   1.23E-5   9.62196   0.19755    1.21E-5   1.17E-5   HII                  2.72    0.22     8.63     0.46    0.17   16.56   3.17   1.44   104    -1.01    0.09    
  G009.6263+00.5630   271.22196   -20.34142   5.8E-6    5.8E-6    9.6263    0.56299    5.71E-6   5.54E-6   PN                   2.93    0.17     3.57     0.19    0.07   39.19   1.22   1.04   54     -0.02    0.13    
  G009.6468+00.4076   271.3772    -20.39963   1.7E-5    1.7E-5    9.6468    0.40759    1.67E-5   1.61E-5   Radio-star           0.88    0.09     1.21     0.1     0.08   11.87   1.39   0.87   38     -0.9     0.35    
  G009.6525-00.3332   272.07117   -20.75565   2.07E-5   2.07E-5   9.65249   -0.33322   2.05E-5   1.95E-5   EgC                  0.83    0.1      1.17     0.1     0.09   9.66    1.41   0.83   35     -1.01    0.38    
  G009.6544+00.4274   271.36277   -20.38331   6.91E-6   6.91E-6   9.65441   0.42738    6.9E-6    6.58E-6   EgC                  2.55    0.16     4.82     0.25    0.08   31.46   1.89   1.38   96     -0.84    0.16    
  G009.6606+00.3973   271.39399   -20.39262   2.37E-5   2.37E-5   9.6606    0.3973     2.35E-5   2.28E-5   Radio-star           0.63    0.08     0.88     0.09    0.07   8.42    1.4    0.8    32     -0.7     0.32    
  G009.6642-00.0516   271.81414   -20.60854   2.37E-5   2.37E-5   9.66416   -0.05157   2.35E-5   2.26E-5   EgC                  0.77    0.1      1.08     0.11    0.09   8.43    1.39   0.8    32     0.09     0.28    
  G009.7108+00.3435   271.47024   -20.37516   2.46E-5   2.46E-5   9.71077   0.34348    2.45E-5   2.36E-5   EgC                  0.61    0.08     0.84     0.09    0.08   8.11    1.37   0.77   30     -0.4     0.34    
  G009.7157+00.3276   271.48763   -20.37864   4.75E-6   4.75E-6   9.71571   0.32756    4.68E-6   4.51E-6   EgC                  4.34    0.25     5.36     0.28    0.08   52.06   1.24   1.14   65     -0.67    0.08    
  G009.7229-00.1336   271.92122   -20.59713   1.78E-5   1.78E-5   9.72289   -0.13359   1.74E-5   1.7E-5    EgC                  0.9     0.09     1.22     0.1     0.08   11.32   1.35   0.87   38     -0.95    0.37    
  G009.7307+00.1033   271.70432   -20.47499   2.5E-5    2.5E-5    9.73069   0.10329    2.46E-5   2.41E-5   EgC                  0.65    0.09     0.85     0.09    0.08   8.0     1.32   0.76   29     -0.49    0.52    
  G009.7345-00.1523   271.9447    -20.5961    2.16E-5   2.16E-5   9.73448   -0.15229   2.1E-5    2.04E-5   Radio-star           0.69    0.08     0.83     0.09    0.08   9.27    1.19   0.76   29     -0.25    0.7     
  G009.7384+00.0831   271.72714   -20.47811   1.79E-5   1.79E-5   9.73839   0.08311    1.76E-5   1.71E-5   EgC                  0.97    0.1      1.31     0.11    0.09   11.23   1.34   0.87   38     -0.4     0.48    
  G009.7400+00.3400   271.48872   -20.35135   1.8E-5    1.8E-5    9.74002   0.34       1.77E-5   1.73E-5   EgC                  0.92    0.1      1.59     0.11    0.08   11.18   1.73   0.98   48     -1.53    0.4     
  G009.7415-00.7944   272.54899   -20.90104   2.2E-5    2.2E-5    9.74151   -0.79438   2.15E-5   2.09E-5   EgC                  0.75    0.09     0.9      0.09    0.08   9.1     1.2    0.77   30     -0.49    0.44    
  G009.7449+00.1059   271.70933   -20.46133   2.91E-6   2.91E-6   9.74492   0.10586    2.87E-6   2.77E-6   EgC                  36.53   1.98     52.02    2.6     0.12   297.3   1.42   1.53   118    -0.8     0.03    
  G009.7487-00.9625   272.71039   -20.97585   1.09E-5   1.09E-5   9.7487    -0.96251   1.08E-5   1.06E-5   Radio-star           2.02    0.15     3.42     0.2     0.11   18.76   1.69   1.1    61     -2.38    0.34    
  G009.7566+00.5382   271.31306   -20.23994   1.36E-5   1.36E-5   9.75663   0.53819    1.35E-5   1.29E-5   EgC                  0.99    0.09     1.38     0.1     0.07   14.9    1.4    0.9    41     -1.97    0.41    
  G009.7580-00.8312   272.59198   -20.90436   1.63E-5   1.63E-5   9.75799   -0.83116   1.61E-5   1.55E-5   EgC                  1.07    0.1      1.3      0.11    0.09   12.37   1.22   0.86   37     -0.44    0.19    
  G009.7614-00.9574   272.71216   -20.9623    3.5E-6    3.5E-6    9.76137   -0.95743   3.45E-6   3.34E-6   PN                   10.43   0.57     11.42    0.58    0.11   96.2    1.1    1.14   65     0.58     0.02    
  G009.7738-00.0065   271.82911   -20.49085   7.88E-6   7.88E-6   9.77379   -0.00653   7.84E-6   7.51E-6   Radio-star           2.27    0.15     2.6      0.15    0.08   26.99   1.14   0.96   46     -0.02    0.13    
  G009.8054-00.3791   272.19336   -20.64426   8.16E-6   8.16E-6   9.80536   -0.37914   7.98E-6   7.82E-6   EgC                  2.2     0.15     2.67     0.16    0.09   25.93   1.21   0.97   47     -0.52    0.3     
  G009.8065+00.7250   271.16561   -20.10498   2.67E-5   2.67E-5   9.80649   0.72497    2.66E-5   2.54E-5   Radio-star           0.48    0.07     0.58     0.07    0.06   7.49    1.23   0.71   25     0.35     0.49    
  G009.8094+00.8394   271.06093   -20.04632   1.84E-5   1.84E-5   9.80938   0.83941    1.81E-5   1.77E-5   EgC                  0.69    0.07     0.9      0.08    0.06   10.92   1.31   0.81   33     0.0      0.37    
  G009.8229-00.3953   272.21753   -20.63673   2.23E-5   2.23E-5   9.82291   -0.39527   2.19E-5   2.11E-5   PN                   0.79    0.1      1.35     0.11    0.09   8.97    1.7    0.89   40     -0.39    0.32    
  G009.8300-00.2599   272.09468   -20.5649    1.7E-5    1.7E-5    9.82995   -0.25987   1.66E-5   1.63E-5   EgC                  0.94    0.1      1.15     0.1     0.08   11.86   1.21   0.85   36     -0.22    0.47    
  G009.8304-00.9900   272.77833   -20.91752   2.85E-6   2.85E-6   9.83039   -0.99      2.78E-6   2.69E-6   EgC                  237.65  12.84    296.89   14.85   0.42   564.8   1.25   2.57   333    -1.04    0.05    
  G009.8304-00.9906   272.77885   -20.91779   1.32E-5   1.32E-5   9.83039   -0.99056   1.29E-5   1.26E-5   EgC                  6.3     0.54     15.27    0.87    0.42   15.4    2.42   1.42   101    -2.03    0.41    
  G009.8350-01.0357   272.8236    -20.93549   4.32E-6   4.32E-6   9.835     -1.03572   4.24E-6   4.09E-6   EgC                  15.4    0.87     17.66    0.92    0.25   60.73   1.15   1.16   68     -0.68    0.11    
  G009.8400-00.1348   271.98316   -20.49541   1.18E-5   1.18E-5   9.83998   -0.13483   1.16E-5   1.13E-5   EgC                  1.53    0.12     1.83     0.13    0.09   17.34   1.19   0.89   40     -1.16    0.28    
  G009.8412-00.0247   271.88111   -20.44081   2.65E-5   2.65E-5   9.84121   -0.02474   2.61E-5   2.51E-5   EgC                  0.57    0.08     0.81     0.09    0.08   7.52    1.43   0.76   29     -0.57    0.35    
  G009.8765+00.4061   271.49829   -20.19999   1.73E-5   1.73E-5   9.87648   0.4061     1.71E-5   1.64E-5   EgC                  0.88    0.09     1.11     0.09    0.08   11.6    1.26   0.82   34     -0.91    0.39    
  G009.8814-00.2803   272.14039   -20.52983   5.93E-6   5.93E-6   9.88138   -0.28029   5.86E-6   5.58E-6   PN                   3.95    0.24     5.25     0.28    0.1    38.11   1.33   1.13   64     -0.99    0.11    
  G009.8980+00.9168   271.03546   -19.93112   2.79E-5   2.79E-5   9.89801   0.91681    2.79E-5   2.69E-5   PN                   0.48    0.07     0.78     0.08    0.07   7.14    1.62   0.81   33     0.41     0.76    
  G009.8981-00.5359   272.38786   -20.63904   1.07E-5   1.07E-5   9.89807   -0.53586   1.06E-5   1.02E-5   Radio-star           1.5     0.12     1.94     0.13    0.08   19.15   1.29   0.98   48     0.4      0.14    
  G009.9033-00.0377   271.92544   -20.39289   8.35E-6   8.35E-6   9.90329   -0.03774   8.23E-6   7.94E-6   PN                   2.05    0.14     2.63     0.15    0.08   25.26   1.29   1.01   51     -0.8     0.15    
  G009.9048+00.9958   270.96576   -19.88642   3.69E-6   3.69E-6   9.90477   0.99585    3.63E-6   3.51E-6   EgC                  10.09   0.56     14.02    0.71    0.12   84.02   1.39   1.44   104    -0.55    0.03    
  G009.9132+00.0630   271.83674   -20.33523   1.66E-5   1.66E-5   9.91321   0.06296    1.64E-5   1.58E-5   Radio-star           0.94    0.09     1.05     0.09    0.08   12.15   1.11   0.8    32     -0.26    0.1     
  G009.9424+00.4678   271.47527   -20.11239   2.02E-5   2.02E-5   9.94236   0.46776    1.96E-5   1.93E-5   PN                   0.73    0.09     1.39     0.1     0.08   9.94    1.92   1.0    50     -1.17    0.3     
  G009.9509-00.7952   272.65784   -20.71809   1.28E-5   1.28E-5   9.95086   -0.79521   1.27E-5   1.23E-5   EgC                  1.34    0.11     1.67     0.12    0.08   15.9    1.24   0.91   42     -1.03    0.21    
  G009.9512+00.5648   271.38973   -20.05724   1.4E-5    1.4E-5    9.95119   0.5648     1.37E-5   1.31E-5   EgC                  0.94    0.09     1.11     0.09    0.07   14.46   1.18   0.82   34     -0.36    0.4     
  G009.9545-00.7863   272.65141   -20.71061   1.53E-5   1.53E-5   9.95452   -0.78633   1.51E-5   1.47E-5   EgC                  1.03    0.1      1.18     0.1     0.08   13.2    1.14   0.8    32     -1.39    0.42    
  G009.9573+00.6785   271.28735   -19.99629   1.05E-5   1.05E-5   9.95728   0.67852    1.03E-5   1.0E-5    EgC                  1.43    0.11     1.66     0.11    0.07   19.57   1.16   0.92   43     0.16     0.25    
  G009.9590+00.6781   271.28861   -19.99504   2.66E-5   2.66E-5   9.95895   0.6781     2.61E-5   2.52E-5   EgC                  0.51    0.07     0.6      0.08    0.07   7.51    1.18   0.69   24     -0.4     0.35    
  G009.9614+00.7921   271.18415   -19.9371    1.12E-5   1.12E-5   9.96137   0.79208    1.1E-5    1.06E-5   EgC                  1.49    0.11     2.14     0.13    0.08   18.25   1.44   1.0    50     -1.25    0.34    
  G009.9625+00.7921   271.18467   -19.93613   2.03E-5   2.03E-5   9.96246   0.79212    2.0E-5    1.94E-5   EgC                  0.82    0.09     1.18     0.1     0.08   9.89    1.44   0.88   39     -0.49    0.28    
  G009.9626+00.4712   271.48258   -20.09305   2.66E-5   2.66E-5   9.96258   0.47122    2.59E-5   2.52E-5   EgC                  0.52    0.08     0.63     0.08    0.07   7.49    1.22   0.72   26     -0.24    0.49    
  G009.9637+00.1139   271.81551   -20.26637   1.57E-5   1.57E-5   9.96367   0.11388    1.54E-5   1.48E-5   EgC                  0.96    0.09     0.97     0.09    0.08   12.85   1.01   0.75   28     0.08     0.26    
  G009.9702-00.5292   272.41885   -20.57268   9.01E-6   9.01E-6   9.97018   -0.52915   8.85E-6   8.61E-6   PN                   2.52    0.17     5.7      0.31    0.11   23.18   2.26   1.25   78     -1.89    0.19    
  G009.9823+00.8060   271.18216   -19.91208   6.9E-6    6.9E-6    9.98226   0.80596    6.82E-6   6.59E-6   EgC                  2.57    0.16     2.78     0.16    0.08   31.52   1.08   0.98   48     -0.19    0.09    
  G009.9886+00.9688   271.0346    -19.82667   2.09E-5   2.09E-5   9.98863   0.96879    2.1E-5    2.0E-5    EgC                  0.77    0.09     0.81     0.09    0.08   9.58    1.05   0.71   25     -0.43    0.46    
  G009.9935-00.8503   272.73144   -20.70734   2.38E-5   2.38E-5   9.99348   -0.85034   2.34E-5   2.25E-5   EgC                  0.61    0.08     0.78     0.08    0.07   8.4     1.26   0.76   29     -0.57    0.16    
  G009.9978-00.0332   271.97017   -20.30809   8.09E-6   8.09E-6   9.99778   -0.03316   7.92E-6   7.77E-6   PN                   2.12    0.14     2.55     0.15    0.08   26.18   1.2    1.02   52     -0.02    0.11    
  G010.0005-00.8299   272.71586   -20.69134   6.37E-6   6.37E-6   10.00048  -0.82986   6.26E-6   6.03E-6   EgC                  2.98    0.18     2.81     0.16    0.09   34.78   0.94   0.94   44     0.17     0.08    
  G010.0116-00.8836   272.7719    -20.70749   6.08E-6   6.08E-6   10.01158  -0.88358   5.99E-6   5.73E-6   Radio-star           2.8     0.17     2.7      0.16    0.08   36.88   0.97   0.91   42     -0.09    0.15    
  G010.0146+00.0339   271.91642   -20.26079   2.29E-5   2.29E-5   10.01461  0.03389    2.3E-5    2.21E-5   EgC                  0.64    0.08     0.61     0.08    0.07   8.72    0.96   0.66   22     -0.05    0.62    
  G010.0169-00.7997   272.6961    -20.66243   1.74E-5   1.74E-5   10.01689  -0.79972   1.72E-5   1.67E-5   EgC                  0.87    0.09     0.91     0.09    0.08   11.58   1.04   0.79   31     -0.21    0.25    
  G010.0294-00.3450   272.27738   -20.43176   9.01E-6   9.01E-6   10.02937  -0.345     8.8E-6    8.53E-6   PN                   2.15    0.15     2.69     0.16    0.09   23.19   1.25   0.96   46     0.01     0.21    
  G010.0310+00.7071   271.29922   -19.91799   1.52E-5   1.52E-5   10.03103  0.70712    1.49E-5   1.46E-5   EgC                  1.29    0.12     1.15     0.11    0.1    13.31   0.89   0.72   26     0.11     0.13    
  G010.0431-00.2677   272.21231   -20.38226   2.4E-5    2.4E-5    10.04312  -0.26766   2.34E-5   2.3E-5    Radio-star           0.74    0.1      0.65     0.1     0.09   8.33    0.88   0.61   19     1.24     0.35    
  G010.0434-00.1153   272.07036   -20.30812   1.01E-5   1.01E-5   10.04339  -0.1153    1.0E-5    9.65E-6   EgC                  1.77    0.13     1.6      0.12    0.09   20.51   0.91   0.8    32     0.48     0.3     
  G010.0500-00.6862   272.60696   -20.57869   6.79E-6   6.79E-6   10.05     -0.68625   6.68E-6   6.6E-6    EgC                  3.91    0.25     4.68     0.26    0.12   32.16   1.2    1.09   60     -0.57    0.09    
  G010.0529+00.9127   271.12007   -19.79818   2.51E-5   2.51E-5   10.05292  0.9127     2.48E-5   2.43E-5   Radio-star           0.68    0.1      0.62     0.09    0.09   7.95    0.91   0.61   19     0.36     0.36    
  G010.0535+00.4857   271.51638   -20.00665   9.76E-6   9.76E-6   10.05348  0.48572    9.56E-6   9.34E-6   EgC                  1.81    0.13     1.64     0.12    0.09   21.24   0.9    0.82   34     0.48     0.21    
  G010.0572-00.6833   272.6079    -20.57098   4.84E-6   4.84E-6   10.05718  -0.6833    4.78E-6   4.65E-6   EgC                  6.67    0.4      8.82     0.46    0.14   50.5    1.32   1.23   76     -0.57    0.07    
  G010.0660+00.9956   271.05017   -19.74608   4.1E-6    4.1E-6    10.06605  0.99558    4.04E-6   3.9E-6    EgC                  10.01   0.56     9.11     0.48    0.15   66.87   0.91   1.04   54     -0.01    0.06    
  G010.0765-00.9840   272.8994    -20.69892   2.02E-5   2.02E-5   10.07651  -0.98399   1.97E-5   1.91E-5   EgC                  1.07    0.12     0.99     0.12    0.11   9.92    0.93   0.69   24     -0.26    0.42    
  G010.0913-00.9129   272.84038   -20.65169   1.34E-5   1.34E-5   10.09135  -0.91286   1.33E-5   1.29E-5   EgC                  1.41    0.12     1.36     0.12    0.09   15.09   0.96   0.8    32     0.3      0.3     
  G010.0990+00.7392   271.30481   -19.84301   3.82E-6   3.82E-6   10.09898  0.73923    3.75E-6   3.68E-6   PN                   30.73   1.75     127.81   6.4     0.41   77.42   4.16   2.46   303    0.61     0.05    
  G010.1101-00.9425   272.87777   -20.64949   1.79E-5   1.79E-5   10.11012  -0.94247   1.76E-5   1.7E-5    EgC                  1.04    0.11     0.92     0.1     0.09   11.21   0.89   0.69   24     0.94     0.26    
  G010.1137+00.8689   271.19232   -19.76672   2.21E-5   2.21E-5   10.11367  0.86887    2.19E-5   2.11E-5   EgC                  0.84    0.11     0.67     0.1     0.1    9.05    0.8    0.6    18     0.42     0.5     
  G010.1204+00.5698   271.4731    -19.90723   5.02E-6   5.02E-6   10.12037  0.56978    4.94E-6   4.78E-6   PN                   5.0     0.3      4.54     0.25    0.11   47.92   0.91   0.91   42     1.36     0.1     
  G010.1231-00.9512   272.89263   -20.6423    1.06E-5   1.06E-5   10.12311  -0.95121   1.05E-5   1.02E-5   EgC                  2.49    0.19     3.93     0.23    0.13   19.49   1.58   1.06   56     -0.85    0.26    
  G010.1232-00.9591   272.90006   -20.64606   3.55E-6   3.55E-6   10.12316  -0.9591    3.51E-6   3.37E-6   EgC                  17.57   0.96     25.66    1.3     0.19   92.7    1.46   1.65   137    -0.6     0.05    
  G010.1237-00.9565   272.89785   -20.64435   3.64E-6   3.64E-6   10.12366  -0.95647   3.6E-6    3.45E-6   EgC                  14.82   0.84     14.94    0.77    0.17   86.49   1.01   1.13   64     0.43     0.05    
  G010.1387+00.1845   271.8405    -20.0791    7.77E-6   7.77E-6   10.13868  0.18454    7.64E-6   7.47E-6   EgC                  2.79    0.18     2.47     0.16    0.1    27.44   0.89   0.87   38     -0.07    0.21    
  G010.1437+00.3820   271.65956   -19.97853   1.92E-5   1.92E-5   10.14369  0.38199    1.9E-5    1.86E-5   EgC                  0.97    0.11     0.81     0.1     0.09   10.43   0.83   0.65   21     -0.25    0.34    
  G010.1570-00.3659   272.36279   -20.33017   2.73E-5   2.73E-5   10.15702  -0.36587   2.71E-5   2.61E-5   PDR                  3.66    0.56     4.58     0.57    0.52   7.3     1.25   0.72   26     0.26     0.56    
  G010.1610-00.3624   272.3616    -20.32504   2.31E-5   2.31E-5   10.16098  -0.3624    2.27E-5   2.19E-5   PDR                  6.14    0.78     13.69    0.99    0.71   8.65    2.23   1.06   57     -0.3     0.26    
  G010.1651-00.1994   272.21171   -20.24254   8.78E-6   8.78E-6   10.16506  -0.19944   8.6E-6    8.43E-6   EgC                  2.15    0.15     1.93     0.13    0.09   23.86   0.9    0.81   33     0.15     0.1     
  G010.1671-00.3646   272.36678   -20.32073   1.54E-5   1.54E-5   10.1671   -0.36457   1.51E-5   1.47E-5   HII                  8.55    0.82     21.84    1.28    0.67   13.11   2.56   1.26   80     -0.44    0.1     
  G010.1681-00.3644   272.36715   -20.31982   2.28E-5   2.28E-5   10.16806  -0.36443   2.24E-5   2.18E-5   HII                  5.52    0.7      16.71    1.05    0.64   8.76    3.03   1.18   70     1.0      0.23    
  G010.1716+00.8697   271.22172   -19.71588   7.09E-6   7.09E-6   10.17155  0.86966    6.99E-6   6.81E-6   Radio-star           3.27    0.21     2.79     0.18    0.11   30.55   0.85   0.86   37     -0.32    0.27    
